SpaceId,FloorId,SpaceLabel,Area,UsageId,Capacity,ExamCapacity,SurfaceId,SurfaceType,DepartmentId,ConditionId,ConditionName,AccessTypeId,AccessType,ShowerCubicles,SpaceNotes,Tiered,DisabledAccess,AvProjectionOrPc,LeasedOut,LeasedIn,TimeTableRoom,LectureCapture,AttendanceMonitoring,HearingLoop,LastMeasured,DepartmentName,AsasId,AsasName,AsasRef,SectorId,SectorName,AcadYear,AsasNotes,usageName,SubUsage,SpaceType,HefceId,SpecialistTeaching,SpecialistResearch,teachingSpace,SpaceGroup,HefceCode,ShortDefinition,FullDefinition,Sort,FloorBuildingRef,BuildingId,GrossInternalArea,FloorNotes,BuildingName,BuildingRef,SiteID,PlanonZoneId,PlanonZoneName,Zone,BuiltDate,SiteName,SiteRef,tableDate
9468,228,UCB4/07,43.45,7,7,NULL,530,HARD,178,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,1,1,0,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCB,50,UNIVERSITY CAMPUS BARNSLEY,UCBA,1,SCHOOL,5,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCB4,56,1257.69995117188,NULL,UNIVERSITY CAMPUS BARNSLEY,UCB,9,5,UCB,2A,NULL,BARNSLEY,UCBy,2012-1-31
9465,228,UCB4/04,15.23,7,3,NULL,520,SOFT,178,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,1,1,0,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCB,50,UNIVERSITY CAMPUS BARNSLEY,UCBA,1,SCHOOL,5,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCB4,56,1257.69995117188,NULL,UNIVERSITY CAMPUS BARNSLEY,UCB,9,5,UCB,2A,NULL,BARNSLEY,UCBy,2012-1-31
9454,227,UCB3/16A,9.24,7,2,NULL,520,SOFT,178,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,1,0,0,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCB,50,UNIVERSITY CAMPUS BARNSLEY,UCBA,1,SCHOOL,5,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCB3,56,1259.19995117188,NULL,UNIVERSITY CAMPUS BARNSLEY,UCB,9,5,UCB,2A,NULL,BARNSLEY,UCBy,2012-1-31
9439,227,UCB3/01A,15.15,7,3,NULL,520,SOFT,178,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,1,0,0,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCB,50,UNIVERSITY CAMPUS BARNSLEY,UCBA,1,SCHOOL,5,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCB3,56,1259.19995117188,NULL,UNIVERSITY CAMPUS BARNSLEY,UCB,9,5,UCB,2A,NULL,BARNSLEY,UCBy,2012-1-31
9441,227,UCB3/02,57.7,7,7,NULL,520,SOFT,178,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,1,0,0,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCB,50,UNIVERSITY CAMPUS BARNSLEY,UCBA,1,SCHOOL,5,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCB3,56,1259.19995117188,NULL,UNIVERSITY CAMPUS BARNSLEY,UCB,9,5,UCB,2A,NULL,BARNSLEY,UCBy,2012-1-31
9442,227,UCB3/03,23.73,7,4,NULL,520,SOFT,178,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,1,0,0,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCB,50,UNIVERSITY CAMPUS BARNSLEY,UCBA,1,SCHOOL,5,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCB3,56,1259.19995117188,NULL,UNIVERSITY CAMPUS BARNSLEY,UCB,9,5,UCB,2A,NULL,BARNSLEY,UCBy,2012-1-31
9443,227,UCB3/04,21.24,7,4,NULL,520,SOFT,178,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,1,0,0,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCB,50,UNIVERSITY CAMPUS BARNSLEY,UCBA,1,SCHOOL,5,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCB3,56,1259.19995117188,NULL,UNIVERSITY CAMPUS BARNSLEY,UCB,9,5,UCB,2A,NULL,BARNSLEY,UCBy,2012-1-31
9466,228,UCB4/05,14.96,7,2,NULL,520,SOFT,178,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCB,50,UNIVERSITY CAMPUS BARNSLEY,UCBA,1,SCHOOL,5,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCB4,56,1257.69995117188,NULL,UNIVERSITY CAMPUS BARNSLEY,UCB,9,5,UCB,2A,NULL,BARNSLEY,UCBy,2012-1-31
9331,233,S3/10,22.13,7,4,NULL,520,SOFT,179,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,1,0,1,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCO,49,UNIVERSITY CAMPUS OLDHAM,UCOL,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCOT,55,1218.59997558594,20/08/07,UCO OLD,UCO,8,NULL,NULL,3A,NULL,OLDHAM,UCOm,2012-1-31
9327,233,S3/6,33.16,7,5,NULL,520,SOFT,179,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,1,0,1,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCO,49,UNIVERSITY CAMPUS OLDHAM,UCOL,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCOT,55,1218.59997558594,20/08/07,UCO OLD,UCO,8,NULL,NULL,3A,NULL,OLDHAM,UCOm,2012-1-31
9412,225,UCB1/16A,11.35,7,2,NULL,520,SOFT,178,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCB,50,UNIVERSITY CAMPUS BARNSLEY,UCBA,1,SCHOOL,5,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCB1,56,1815.30004882813,NULL,UNIVERSITY CAMPUS BARNSLEY,UCB,9,5,UCB,2A,NULL,BARNSLEY,UCBy,2012-1-31
9426,226,UCB2/09,17,7,0,NULL,520,SOFT,178,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCB,50,UNIVERSITY CAMPUS BARNSLEY,UCBA,1,SCHOOL,5,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCB2,56,1453.80004882813,NULL,UNIVERSITY CAMPUS BARNSLEY,UCB,9,5,UCB,2A,NULL,BARNSLEY,UCBy,2012-1-31
10927,226,UCB2/01B,18.57,7,2,NULL,520,SOFT,178,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCB,50,UNIVERSITY CAMPUS BARNSLEY,UCBA,1,SCHOOL,5,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCB2,56,1453.80004882813,NULL,UNIVERSITY CAMPUS BARNSLEY,UCB,9,5,UCB,2A,NULL,BARNSLEY,UCBy,2012-1-31
9416,226,UCB2/01,25.18,7,3,NULL,520,SOFT,178,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,1,0,0,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCB,50,UNIVERSITY CAMPUS BARNSLEY,UCBA,1,SCHOOL,5,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCB2,56,1453.80004882813,NULL,UNIVERSITY CAMPUS BARNSLEY,UCB,9,5,UCB,2A,NULL,BARNSLEY,UCBy,2012-1-31
9297,232,S2/9,11,7,1,NULL,520,SOFT,179,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,1,0,1,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCO,49,UNIVERSITY CAMPUS OLDHAM,UCOL,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCOS,55,700.5,20/08/07,UCO OLD,UCO,8,NULL,NULL,3A,NULL,OLDHAM,UCOm,2012-1-31
9290,232,S2/1,23.23,7,5,NULL,520,SOFT,179,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,1,0,1,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCO,49,UNIVERSITY CAMPUS OLDHAM,UCOL,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCOS,55,700.5,20/08/07,UCO OLD,UCO,8,NULL,NULL,3A,NULL,OLDHAM,UCOm,2012-1-31
10095,232,S2/1A,22.68,7,5,NULL,520,SOFT,179,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,1,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCO,49,UNIVERSITY CAMPUS OLDHAM,UCOL,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCOS,55,700.5,20/08/07,UCO OLD,UCO,8,NULL,NULL,3A,NULL,OLDHAM,UCOm,2012-1-31
10096,232,s2/1b,27.69,7,4,NULL,520,SOFT,179,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,1,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCO,49,UNIVERSITY CAMPUS OLDHAM,UCOL,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCOS,55,700.5,20/08/07,UCO OLD,UCO,8,NULL,NULL,3A,NULL,OLDHAM,UCOm,2012-1-31
9321,233,S3/1,33.22,7,6,NULL,520,SOFT,179,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,1,0,1,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCO,49,UNIVERSITY CAMPUS OLDHAM,UCOL,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCOT,55,1218.59997558594,20/08/07,UCO OLD,UCO,8,NULL,NULL,3A,NULL,OLDHAM,UCOm,2012-1-31
9330,233,S3/9,44.67,7,8,NULL,520,SOFT,179,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,1,0,1,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCO,49,UNIVERSITY CAMPUS OLDHAM,UCOL,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCOT,55,1218.59997558594,20/08/07,UCO OLD,UCO,8,NULL,NULL,3A,NULL,OLDHAM,UCOm,2012-1-31
11008,278,QS1/01b,34.53,7,7,NULL,520,SOFT,172,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-28 00:00:00.000,ARCHITECTURE & 3D DESIGN,48,"ART, DESIGN AND ARCHITECTURE",DTEC,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,qs1,75,830.799987792969,NULL,QUEENS STREET STUDIOS,QS,1,NULL,NULL,1H,NULL,QUEENSGATE,Qgte,2012-1-31
10859,279,qs2/01,26.24,7,4,NULL,520,SOFT,172,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-29 00:00:00.000,ARCHITECTURE & 3D DESIGN,48,"ART, DESIGN AND ARCHITECTURE",DTEC,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,qs2,75,515.260009765625,NULL,QUEENS STREET STUDIOS,QS,1,NULL,NULL,1H,NULL,QUEENSGATE,Qgte,2012-1-31
10867,279,qs2/03,16.39,7,2,NULL,520,SOFT,172,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-29 00:00:00.000,ARCHITECTURE & 3D DESIGN,48,"ART, DESIGN AND ARCHITECTURE",DTEC,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,qs2,75,515.260009765625,NULL,QUEENS STREET STUDIOS,QS,1,NULL,NULL,1H,NULL,QUEENSGATE,Qgte,2012-1-31
9268,230,SG/2,23.04,7,4,NULL,520,SOFT,179,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,1,0,1,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCO,49,UNIVERSITY CAMPUS OLDHAM,UCOL,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCOG,55,797.299987792969,20/08/07,UCO OLD,UCO,8,NULL,NULL,3A,NULL,OLDHAM,UCOm,2012-1-31
9295,232,S2/4A,11.1,7,2,NULL,520,SOFT,179,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,1,0,1,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCO,49,UNIVERSITY CAMPUS OLDHAM,UCOL,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCOS,55,700.5,20/08/07,UCO OLD,UCO,8,NULL,NULL,3A,NULL,OLDHAM,UCOm,2012-1-31
9296,232,S2/8,36.41,7,5,NULL,520,SOFT,179,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,1,0,1,0,NULL,NULL,NULL,NULL,2011-11-24 00:00:00.000,UCO,49,UNIVERSITY CAMPUS OLDHAM,UCOL,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,UCOS,55,700.5,20/08/07,UCO OLD,UCO,8,NULL,NULL,3A,NULL,OLDHAM,UCOm,2012-1-31
10791,276,QSB/08,23.49,7,3,NULL,520,SOFT,172,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-29 00:00:00.000,ARCHITECTURE & 3D DESIGN,48,"ART, DESIGN AND ARCHITECTURE",DTEC,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,qsB,75,823.789978027344,NULL,QUEENS STREET STUDIOS,QS,1,NULL,NULL,1H,NULL,QUEENSGATE,Qgte,2012-1-31
10792,276,QSB/09,23.15,7,3,NULL,520,SOFT,172,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-29 00:00:00.000,ARCHITECTURE & 3D DESIGN,48,"ART, DESIGN AND ARCHITECTURE",DTEC,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,qsB,75,823.789978027344,NULL,QUEENS STREET STUDIOS,QS,1,NULL,NULL,1H,NULL,QUEENSGATE,Qgte,2012-1-31
10814,277,qsG/05A,32.59,7,6,NULL,520,SOFT,172,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-29 00:00:00.000,ARCHITECTURE & 3D DESIGN,48,"ART, DESIGN AND ARCHITECTURE",DTEC,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,qsg,75,820.559997558594,NULL,QUEENS STREET STUDIOS,QS,1,NULL,NULL,1H,NULL,QUEENSGATE,Qgte,2012-1-31
10847,278,qs1/06,46.59,7,10,NULL,520,SOFT,172,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-29 00:00:00.000,ARCHITECTURE & 3D DESIGN,48,"ART, DESIGN AND ARCHITECTURE",DTEC,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,qs1,75,830.799987792969,NULL,QUEENS STREET STUDIOS,QS,1,NULL,NULL,1H,NULL,QUEENSGATE,Qgte,2012-1-31
10855,278,qs1/08,28.98,7,4,NULL,520,SOFT,172,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-28 00:00:00.000,ARCHITECTURE & 3D DESIGN,48,"ART, DESIGN AND ARCHITECTURE",DTEC,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,qs1,75,830.799987792969,NULL,QUEENS STREET STUDIOS,QS,1,NULL,NULL,1H,NULL,QUEENSGATE,Qgte,2012-1-31
10856,278,qs1/09,17.08,7,2,NULL,520,SOFT,172,610,STANDARD,710,STAFF ONLY,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2011-11-29 00:00:00.000,ARCHITECTURE & 3D DESIGN,48,"ART, DESIGN AND ARCHITECTURE",DTEC,1,SCHOOL,8,NULL,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,qs1,75,830.799987792969,NULL,QUEENS STREET STUDIOS,QS,1,NULL,NULL,1H,NULL,QUEENSGATE,Qgte,2012-1-31
10685,269,BS3/14,13.97,7,2,NULL,520,SOFT,109,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2010-09-22 00:00:00.000,LAW,31,THE BUSINESS SCHOOL,hubs,1,SCHOOL,8,CHANGED TO THE BUSINESS SCHOOL JULY 2008,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,BS3,72,1460.63000488281,NULL,THE BUSINESS SCHOOL,TBS,1,NULL,NULL,1A,2010-07-01 00:00:00.000,QUEENSGATE,Qgte,2012-1-31
10686,269,BS3/15,13.49,7,2,NULL,520,SOFT,109,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2010-09-22 00:00:00.000,LAW,31,THE BUSINESS SCHOOL,hubs,1,SCHOOL,8,CHANGED TO THE BUSINESS SCHOOL JULY 2008,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,BS3,72,1460.63000488281,NULL,THE BUSINESS SCHOOL,TBS,1,NULL,NULL,1A,2010-07-01 00:00:00.000,QUEENSGATE,Qgte,2012-1-31
10687,269,BS3/16,13.48,7,2,NULL,520,SOFT,109,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2010-09-22 00:00:00.000,LAW,31,THE BUSINESS SCHOOL,hubs,1,SCHOOL,8,CHANGED TO THE BUSINESS SCHOOL JULY 2008,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,BS3,72,1460.63000488281,NULL,THE BUSINESS SCHOOL,TBS,1,NULL,NULL,1A,2010-07-01 00:00:00.000,QUEENSGATE,Qgte,2012-1-31
10688,269,BS3/17,14.11,7,2,NULL,520,SOFT,109,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2010-09-22 00:00:00.000,LAW,31,THE BUSINESS SCHOOL,hubs,1,SCHOOL,8,CHANGED TO THE BUSINESS SCHOOL JULY 2008,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,BS3,72,1460.63000488281,NULL,THE BUSINESS SCHOOL,TBS,1,NULL,NULL,1A,2010-07-01 00:00:00.000,QUEENSGATE,Qgte,2012-1-31
10689,269,BS3/18,14.56,7,2,NULL,520,SOFT,109,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2010-09-22 00:00:00.000,LAW,31,THE BUSINESS SCHOOL,hubs,1,SCHOOL,8,CHANGED TO THE BUSINESS SCHOOL JULY 2008,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,BS3,72,1460.63000488281,NULL,THE BUSINESS SCHOOL,TBS,1,NULL,NULL,1A,2010-07-01 00:00:00.000,QUEENSGATE,Qgte,2012-1-31
10690,269,BS3/19,24.26,7,3,NULL,520,SOFT,109,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2010-09-22 00:00:00.000,LAW,31,THE BUSINESS SCHOOL,hubs,1,SCHOOL,8,CHANGED TO THE BUSINESS SCHOOL JULY 2008,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,BS3,72,1460.63000488281,NULL,THE BUSINESS SCHOOL,TBS,1,NULL,NULL,1A,2010-07-01 00:00:00.000,QUEENSGATE,Qgte,2012-1-31
10699,269,BS3/22,12.12,7,1,NULL,520,SOFT,109,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2010-09-22 00:00:00.000,LAW,31,THE BUSINESS SCHOOL,hubs,1,SCHOOL,8,CHANGED TO THE BUSINESS SCHOOL JULY 2008,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,BS3,72,1460.63000488281,NULL,THE BUSINESS SCHOOL,TBS,1,NULL,NULL,1A,2010-07-01 00:00:00.000,QUEENSGATE,Qgte,2012-1-31
10700,269,BS3/23,12.12,7,1,NULL,520,SOFT,109,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2010-09-22 00:00:00.000,LAW,31,THE BUSINESS SCHOOL,hubs,1,SCHOOL,8,CHANGED TO THE BUSINESS SCHOOL JULY 2008,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,BS3,72,1460.63000488281,NULL,THE BUSINESS SCHOOL,TBS,1,NULL,NULL,1A,2010-07-01 00:00:00.000,QUEENSGATE,Qgte,2012-1-31
10701,269,BS3/24,12.12,7,1,NULL,520,SOFT,109,610,STANDARD,720,FULL ACCESS,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,2010-09-22 00:00:00.000,LAW,31,THE BUSINESS SCHOOL,hubs,1,SCHOOL,8,CHANGED TO THE BUSINESS SCHOOL JULY 2008,OFFICE - ACADEMIC,NULL,OFFICE,10,0,0,0,CHANGEABLE,SMNIATEO,Academic Offices,"NIA - ACADEMIC, ADMIN & TECH  OFFICES IN SCHOOLS",2,BS3,72,1460.63000488281,NULL,THE BUSINESS SCHOOL,TBS,1,NULL,NULL,1A,2010-07-01 00:00:00.000,QUEENSGATE,Qgte,2012-1-31
